paper_id,title,technology_term,control_term,retained
5392,"The Systems Architecture of LLM Multi-Agent Systems: Routing, Memory, and Resource Optimization",True,True,True
5396,Orchestration and Verification of Agentic AI Systems: A Survey of Multi-Agent Collaboration and Safety,True,True,True
5397,Big Loop and Atomization: A Holistic Review on the Expansion Capabilities of Large Language Models,True,True,True
5398,TopoMAS: Large Language Model Driven Topological Materials Multiagent System,True,True,True
5399,Is Collaboration Worth It? A Decision-Oriented Survey in Multi-Agent Systems,True,True,True
5401,MASFactory: A Graph-centric Framework for Orchestrating LLM-Based Multi-Agent Systems with Vibe Graphing,True,True,True
5405,Agentic Services Computing,True,True,True
5406,Edge-Cloud Collaborative Computing on Distributed Intelligence and Model Optimization: A Survey,True,True,True
5407,OpenFOAMGPT: A retrieval-augmented large language model (LLM) agent for OpenFOAM-based computational fluid dynamics,True,True,True
5408,MASFactory: A Graph-centric Framework for Orchestrating LLM-Based Multi-Agent Systems with Vibe Graphing,True,True,True
5409,SwarmAgentic: Towards Fully Automated Agentic System Generation via Swarm Intelligence,True,True,True
5420,"Towards Adaptive, Scalable, and Robust Coordination of LLM Agents: A Dynamic Ad-Hoc Networking Perspective",True,True,True
5421,Supporting Dynamic Agentic Workloads: How Data and Agents Interact,True,True,True
5423,Knowledge assessment and enhancement pathways for large language model in architectural design,True,True,True
5426,Generative AI revolution in cybersecurity: a comprehensive review of threat intelligence and operations,True,True,True
5429,Leveraging Large Language Models for Automating Water Distribution Network Optimization,True,True,True
5430,"Agentic AI-enhanced digital twins for Smart City civil infrastructure: A secure, autonomous and auditable management framework",True,True,True
5432,MANTA: Multi-Agent Network Topology Adaptation for Self-Evolving Multi-Agent Systems,True,True,True
5433,"A Review of Large Language Models for Energy Systems: Applications, Challenges, and Future Prospects",True,True,True
5434,"Digital Cardiovascular Twins, AI Agents, and Sensor Data: A Narrative Review from System Architecture to Proactive Heart Health",True,True,True
5440,Autosecagent: a semi-automated AI-driven penetration testing framework through recursive memory and real-time RAG,True,True,True
5441,"The TomorrowTown Framework: Analyzing the Convergence of AI-Native Pipelines, Multi-Agent Orchestration, and Proof-of-Integrity Governance",True,True,True
5444,Large Language Models for Cyber Security: A Systematic Literature Review,True,True,True
5445,Stochastic Self-Organization in Multi-Agent Systems,True,True,True
5449,EvoMAS: Evolutionary Generation of Multi-Agent Systems,True,True,True
5454,OptiMAS: Automatically Optimize Multi-Agent System,True,True,True
5455,Intelligent Edge Computing and Machine Learning: A Survey of Optimization and Applications,True,True,True
5456,Decentralized Multi-Agent Systems with Shared Context,True,True,True
5461,Towards Reliable ML Feature Engineering via Planning in Constrained-Topology of LLM Agents,True,True,True
5462,BAMAS: Structuring Budget-Aware Multi-Agent Systems,True,True,True
5464,An Empirical Study of Multi-Agent Collaboration for Automated Research,True,True,True
5465,Rethinking Query Optimization for Multi-Agent Systems [Vision],True,True,True
5467,LatentMem: Customizing Latent Memory for Multi-Agent Systems,True,True,True
5470,"Multi-Agent Debate Strategies: Survey, Taxonomy, and Challenges",True,True,True
5475,ALAS: Transactional and Dynamic Multi-Agent LLM Planning,True,True,True
5476,A Two-Dimensional Framework for AI Agent Design Patterns: Cognitive Function and Execution Topology,True,True,True
5480,Graph-theoretic Agreement Framework for Multi-agent LLM Systems,True,True,True
5481,Multi-agent Framework for Time-Sensitive Complementary Collaboration in Minecraft,True,True,True
5483,Response-Conditioned Parallel-to-Sequential Orchestration for Multi-Agent Systems,True,True,True
5484,Coordination as an Architectural Layer for LLM-Based Multi-Agent Systems,True,True,True
5485,Economy of Minds: Emerging Multi-Agent Intelligence with Economic Interactions,True,True,True
5487,Adaptive Sparse Dense Communication Network for Multi-Agent LLMs,True,True,True
5488,Multi-Agent Design: Optimizing Agents with Better Prompts and Topologies,True,True,True
5489,Managing Uncertainty in LLM-based Multi-Agent System Operation,True,True,True
5493,MAS-ZERO: Designing Multi-Agent Systems with Zero Supervision,True,True,True
5494,Self-Evolving Multi-Agent Systems via Textual Backpropagation,True,True,True
5498,WorkflowLLM: Enhancing Workflow Orchestration Capability of Large Language Models,True,True,True
5538,Training-Free Multimodal Large Language Model Orchestration,True,True,True
5547,A Declarative Language for Building And Orchestrating LLM-Powered Agent Workflows,True,True,True
5551,Foam-Agent: A Large Language Model-Based Multi-Agent Framework for Automating Computational Fluid Dynamics Workflows,True,True,True
5587,"Securing Generative AI Agentic Workflows: Risks, Mitigation, and a Proposed Firewall Architecture",True,True,True
5588,AFSPP: Agent Framework for Shaping Preference and Personality with Large Language Models,True,True,True
5610,VADAOrchestra: Neurosymbolic Orchestration of Adaptive Reasoning Workflows,True,True,True
5611,Efficient Function Orchestration for Large Language Models,True,True,True
5618,HEPTAPOD: Orchestrating High Energy Physics Workflows Towards Autonomous Agency,True,True,True
5619,Slm-mux: Orchestrating small language models for reasoning,True,True,True
5628,NetOrchLLM: Mastering Wireless Network Orchestration with Large Language Models,True,True,True
5631,Self-Healing Agentic Orchestrators for Reliable Tool-Augmented Large Language Model Systems,True,True,True
5633,Cognitively Diverse Multiple-Choice Question Generation: A Hybrid Multi-Agent Framework with Large Language Models,True,True,True
5641,A Security-Oriented Lifecycle Model for Large Language Model Systems,True,True,True
5643,A Human-Centered Workflow for Using Large Language Models in Content Analysis,True,True,True
5645,Demystifying the Lifecycle of Failures in Platform-Orchestrated Agentic Workflows,True,True,True
5650,Using a Large Language Model to generate a Design Structure Matrix,True,True,True
5651,Making Large Language Models Better Reasoners with Orchestrated Streaming Experiences,True,True,True
5657,A validity-guided workflow for robust large language model research in psychology,True,True,True
5659,CAF-I: A Collaborative Multi-Agent Framework for Enhanced Irony Detection with Large Language Models,True,True,True
5680,ClawArena-Team: Benchmarking Subagent Orchestration and Dynamic Workflows in Language-Model Agents,True,True,True
5681,HydroAgent: Formalizing Forecaster Expertise into Skill-Orchestrated Flood Forecasting Workflows,True,True,True
5682,Agentic Verifier-in-the-Loop Solver Orchestration for Cell-Free Massive MIMO Downlink Power Control,True,True,True
5688,FAME: QoS-aware Async Service Orchestration for Agentic Workflows,True,True,True
5691,MedKGent: A Large Language Model Agent Framework for Constructing Temporally Evolving Medical Knowledge Graph,True,True,True
5695,Surrogate Assisted Pedestrian Protection Design via a Foundation Model Orchestrated Workflow,True,True,True
5697,Review of autonomous systems and collaborative AI agent frameworks,True,True,True
5698,Agentic AI and Large Language Models in Radiology: Opportunities and Hallucination Challenges,True,True,True
5699,RefactorGPT: a ChatGPT-based multi-agent framework for automated code refactoring,True,True,True
5700,Human-Centered Agentic Framework for Machine Learning Modeling in Finance,True,True,True
5701,Large language model orchestrated workflow integrating retrieval-augmented generation and model context protocol tools for urban-scale simulation-based resilience assessment,True,True,True
5703,PromptBio: A Multi-Agent AI Platform for Bioinformatics Data Analysis,True,True,True
5704,LLM-driven multi-agent framework for enhancing human-digital twin interaction in built infrastructure management,True,True,True
5705,LatteReview: A Multi-Agent Framework for Systematic Review Automation Using Large Language Models,True,True,True
5706,Hybrid agentic AI and multi-agent systems in smart manufacturing,True,True,True
5707,Agentic AI for autonomous preventive maintenance policy governance: a multi-agent framework for dynamic industrial environments,True,True,True
5708,FlowXpert: Expertizing Troubleshooting Workflow Orchestration with Knowledge Base and Multi-Agent Coevolution,True,True,True
5709,SymAgent: A Neural-Symbolic Self-Learning Agent Framework for Complex Reasoning over Knowledge Graphs,True,True,True
5710,TaskWeaver: A Code-First Agent Framework,True,True,True
5711,A Modular Multi-Agent Framework for Clinical Documentation and Hospital Operations,True,True,True
5712,Empowering smart app development with SolidGPT: an edgecloud hybrid AI agent framework,True,True,True
5714,Teola: Towards End-to-End Optimization of LLM-based Applications,True,True,True
5716,DataFactory: Collaborative multi-agent framework for advanced table question answering,True,True,True
5724,EzyBuyy: An Agentic AI-Based Multi-Agent Framework for Conversational Product Discovery and Price Negotiation,True,True,True
5725,Architectures and Challenges of AI Multi-Agent Frameworks for Financial Services,True,True,True
5727,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,True,True,True
5729,Agentic AI for Enterprise: Emerging Applications and Real-world Challenges,True,True,True
5731,"A retrieval-augmented, domain-intelligent agentic framework for reliable decision support in safety-critical nuclear engineering",True,True,True
5732,Towards Advancing Code Generation with Large Language Models: A Research Roadmap,True,True,True
5734,A conversational multi-agent AI system for automated plant phenotyping,True,True,True
5737,PipeMind: Toward a Multi-Agent Framework for Real-Time Feedback and Continuous Optimization in Analytics Pipelines,True,True,True
5738,Towards autonomous planning and management of urban water systems,True,True,True
5739,A Characterization Study of Bugs in LLM Agent Workflow Orchestration Frameworks,True,True,True
5740,LLM Agents as Catalysts for Resilient DFT: An Orchestration-Based Framework Beyond Brittle Scripts,True,True,True
5741,LLM-Assisted Virtual Expert Weight Elicitation in Pharmaceutical Supply Chains: A Z-Number Multi-Agent Framework,True,True,True
5742,Large language model agents as experimental orchestrators in data-driven enzyme engineering,True,True,True
5743,Toward Verifiable Misinformation Detection: A Multi-Tool LLM Agent Framework,True,True,True
5744,TALON: A Multi-Agent Framework for Long-Table Exploration and Question Answering,True,True,True
5746,Multi-Agent Systems in Software Testing: From Planning to Reporting,True,True,True
5747,Agentic AI for Regulatory Intelligence: Designing Scalable Compliance Lifecycle Systems in Multinational Tech Enterprises,True,True,True
5750,Prompt-to-Pill: Multi-Agent Drug Discovery and Clinical Simulation Pipeline,True,True,True
5751,DeepEye: A Steerable Self-driving Data Agent System,True,True,True
5752,Towards Foundation Model-based Generation of Human Mobility Trajectories,True,True,True
5753,Development of AI Multi-Agent Frameworks for Financial Services,True,True,True
5754,Operating advanced scientific instruments with AI agents that learn on the job,True,True,True
5755,ToolSmith: A Multi-Agent Framework for Enterprise Tool Creation,True,True,True
5756,Large Language Model Based Multi-Agent System Augmented Complex Event Processing Pipeline for Internet of Multimedia Things,True,True,True
5757,The simulation of judgment in LLMs,True,True,True
5758,A Multi-Agent Coding Assistant for Cloud-Native Development: From Requirements to Deployable Microservices,True,True,True
5759,Bridging natural language and GIS: a multi-agent framework for LLM-driven autonomous geospatial analysis,True,True,True
5760,Building from scratch: a multi-agent framework with human-in-the-loop for multilingual legal terminology mapping,True,True,True
5762,RS-Agent: Automating Remote Sensing Tasks through Intelligent Agent,True,True,True
5767,Chatbots vs AI Agents: The Shift toward Multi-Step Automation in Sales Support Workflows,True,True,True
5768,Large Language Models based Multi-Agent Framework for Objective Oriented Control Design in Power Electronics,True,True,True
5769,InsightX Agent: An LMM-Based Agentic Framework With Integrated Tools for Reliable X-Ray NDT Analysis,True,True,True
5770,Towards Automated Patent Workflows: AI-Orchestrated Multi-Agent Framework for Intellectual Property Management and Analysis,True,True,True
5772,OctoTools: A Multi-Agent Framework with Extensible Tools for Complex Reasoning,True,True,True
5773,Good Parenting is all you need -- Multi-agentic LLM Hallucination Mitigation,True,True,True
5775,An Empirical Evaluation of a Multi-Agent Framework for Retrieval-Augmented Academic Research,True,True,True
5777,Structured Adversarial Synthesis: A Multi-Agent Framework for Generating Persuasive Financial Analysis from Earnings Call Transcripts,True,True,True
5779,Sibyl: Simple yet Effective Agent Framework for Complex Real-world Reasoning,True,True,True
5782,"A Unified Agentic Framework for Medical VLMs: Case Retrieval, Reporting, and Visual Question Answering",True,True,True
5786,Refactoring Python Code with LLM-Based Multi-Agent Systems: An Empirical Study in ML Software Projects,True,True,True
5789,SLTP: A Symbolic Travel-Planning Agent Framework with Decoupled Translation and Heuristic Tree Search,True,True,True
5790,MINDS: A Modular Multi-Agent Decision-Support Framework for Dynamic Strategic Mine Planning,True,True,True
5791,Interactive large language model-assistant for flexible workflow automation in radiotherapy,True,True,True
5793,Agentic AI in Finance: Building Autonomous Financial Assistants on AWS for Personalized Customer Solutions,True,True,True
5794,A Responsible Generative Artificial Intelligence Based Multi-Agent Framework for Preserving Data Utility and Privacy,True,True,True
5796,Leave as Fast as You Can: Using Generative AI to Automate and Accelerate Hospital Discharge Reports,True,True,True
5798,A Strategy-Aware LLM-Based Framework for Vertiport Site Selection in Urban Air Mobility with Ground Transportation Integration,True,True,True
5799,BioLab: End-to-End Autonomous Life Sciences Research with Multi-Agents System Integrating Biological Foundation Models,True,True,True
5803,PlotGen: Multi-Agent LLM-based Scientific Data Visualization via Multimodal Retrieval Feedback,True,True,True
5804,A Framework for Embedding Generative and Agentic AI in Open Source Intelligence,True,True,True
5805,An Agentic AI Framework for Ingestion and Standardization of Single-Cell RNA-seq Data Analysis,True,True,True
5806,"A Comprehensive Review of Gen AI Agents: Applications and Frameworks in Finance, Investments and Risk Domains",True,True,True
5808,FUAS-Agents: Autonomous Multi-Modal LLM Agents for Treatment Planning in Focused Ultrasound Ablation Surgery,True,True,True
5809,"Large Language Models in equity markets: applications, techniques, and insights",True,True,True
5811,StarWhisper Telescope: an AI framework for automating end-to-end astronomical observations,True,True,True
5814,Generative Multi-Agent Collaboration in Embodied AI: A Systematic Review,True,True,True
5815,"Agent as Cerebrum, Controller as Cerebellum: Implementing an Embodied LMM-based Agent on Drones",True,True,True
5816,AI Agents for Economic Research,True,True,True
5821,"Agentic systems in radiology: Principles, opportunities, privacy risks, regulation, and sustainability concerns",True,True,True
5824,mAIstro: An open-source multi-agent system for automated end-to-end development of radiomics and deep learning models for medical imaging,True,True,True
5825,Agents for self-driving laboratories applied to quantum computing,True,True,True
5827,From LLM Reasoning to Autonomous AI Agents: A Comprehensive Review,True,True,True
5828,Multi-Agent LLMs for Automating Sustainable Operational Decision-Making,True,True,True
5829,Beyond Chatbots: Moving Toward Multistep Modular AI Agents in Medical Education,True,True,True
5830,SCNOC-Agentic: A Network Operation and Control Agentic for Satellite Communication Systems,True,True,True
5834,TO-Master: an LLM-agent framework for automated topology optimization,True,True,True
5835,An Autonomous and Controlled Agentic Framework for Structural Analysis,True,True,True
5836,Hallucination Mitigation using Agentic AI Natural Language-Based Frameworks,True,True,True
5838,CellPilot: an agentic framework that pilots small language models through autonomous single-cell annotation,True,True,True
5841,LLMind: Orchestrating AI and IoT with LLM for Complex Task Execution,True,True,True
5843,Agentic Framework for Intelligent Surrogate Modeling of Simulator-Driven Workflows,True,True,True
5844,LLM-Powered Multi-Agent Framework for Automated PPV Prediction in Tunnel Blasting,True,True,True
5845,EngiAI: A Multi-Agent Framework and Benchmark Suite for LLM-Driven Engineering Design,True,True,True
5846,"AI-Powered Educational Agents: Opportunities, Innovations, and Ethical Challenges",True,True,True
5847,An agentic framework for multi-modal content generation,True,True,True
5848,SpaCellAgent: A Self-Evolving LLM-Based Multi-Agent Framework for Trajectory Analysis,True,True,True
5849,ChemGraph-XANES: An Agentic Framework for XANES Simulation and Curation,True,True,True
5850,ReclAIm: A Multi-Agent Framework for Monitoring and Correcting Performance Decline in Medical Imaging AI,True,True,True
5852,Large language model-based multi-agent systems for automated foundation design: router-driven task classification and expert selection framework,True,True,True
5853,AutoLFM: A multi-agent LLM framework for automated building load forecasting,True,True,True
5854,A LangGraph-Orchestrated Multi-Agent Framework for Automated Multimedia Production,True,True,True
5856,ExecuGraph: A Multi-Agent Framework for Execution-Grounded Backend Code Synthesis with Large Language Models,True,True,True
5858,LLM-Driven Multi-Agent Framework for Autonomous Network Slice Management: Architecture and Proof-of-Concept Experiments,True,True,True
5860,Audio-Mind: An Auditable Agentic Framework for Audio Understanding,True,True,True
5862,UMA: A Unified Multi-Agent Framework for Enterprise AI Systems from SaaS to Agent-as-a-Service,True,True,True
5863,"Advancing Agentic Systems: Dynamic Task Decomposition, Tool Integration and Evaluation using Novel Metrics and Dataset",True,True,True
5864,Long Term Memory: The Foundation of AI Self-Evolution,True,True,True
5865,United Minds or Isolated Agents? Exploring Coordination of LLMs under Cognitive Load Theory,True,True,True
5866,BrainAgent: A Large Language Model-Driven Multi-Agent Framework for Autonomous Brain Signal Understanding,True,True,True
5867,DataLab: A Unified Platform for LLM-Powered Business Intelligence,True,True,True
5868,Harness as an Asset: Enforcing Determinism via the Convergent AI Agent Framework (CAAF),True,True,True
5869,Where Agent Frameworks Fall Short: Examining Functional Challenges and Usability Concerns,True,True,True
5870,AgentSUMO: An Agentic Framework for Interactive Simulation Scenario Generation in SUMO via Large Language Models,True,True,True
5871,Internet of Agents: Weaving a Web of Heterogeneous Agents for Collaborative Intelligence,True,True,True
5872,MiroFlow: Towards High-Performance and Robust Open-Source Agent Framework for General Deep Research Tasks,True,True,True
5873,VortexChat: An agentic framework for autonomous multi-objective integrated photonic design,True,True,True
5874,Personalised health plan development using agentic AI in Singapore’s national preventive care programme: a pilot study,True,True,True
5875,From Intelligent Automation to Agentic AI: Engineering the Next Generation of Enterprise Systems,True,True,True
5876,ReCo: a self-configuring and self-extending agentic framework for biomedical research,True,True,True
5877,Paper Debugger: An Editor-Native Multi-Agent Framework for Agentic Academic Writing in Overleaf,True,True,True
5891,SafeRun: Enabling Determinism in LLM Planning for Running,True,True,True
5895,Efficient Multi-agent Epistemic Planning: Teaching Planners About Nested Belief,True,True,True
5896,Multi-Modal Grounded Planning and Efficient Replanning For Learning Embodied Agents with A Few Examples,True,True,True
5899,ALAS: A Stateful Multi-LLM Agent Framework for Disruption-Aware Planning,True,True,True
5902,SCALAR: Learning and Composing Skills through LLM Guided Symbolic Planning and Deep RL Grounding,True,True,True
5904,When Replanning Becomes the Bottleneck: Budgeted Replanning for Embodied Agents,True,True,True
5909,Bayesian Partner Modelling enables Adaptive Replanning for LLM Coordination,True,True,True
5913,When Tools Fail: Benchmarking Dynamic Replanning and Anomaly Recovery in LLM Agents,True,True,True
5918,Agent Planning Benchmark: A Diagnostic Framework for Planning Capabilities in LLM Agents,True,True,True
5919,Semantic Risk-Aware Heuristic Planning for Robotic Navigation in Dynamic Environments: An LLM-Inspired Approach,True,True,True
5921,KGLAMP: Knowledge Graph-guided Language model for Adaptive Multi-robot Planning and Replanning,True,True,True
5923,"Chasing Progress, Not Perfection: Revisiting Strategies for End-to-End LLM Plan Generation",True,True,True
5924,ViReSkill: Vision-Grounded Replanning with Skill Memory for LLM-Based Planning in Lifelong Robot Learning,True,True,True
5928,Testing and Understanding Erroneous Planning in LLM Agents through Synthesized User Inputs,True,True,True
5929,RAG-driven Multi-Agent LLM Framework with Task Decomposition for Beyond 5G Auto-Configuration,True,True,True
5930,A Machine-to-Machine Knowledge-Guided LLM Agent for Generalizable Radiotherapy Treatment Planning,True,True,True
5931,Tensor-Coord: Algebraic Decomposition of Joint Plan Tensors for Conflict-Free Multi-Agent LLM Planning,True,True,True
5934,Agentic Self-Evolutionary Replanning for Embodied Navigation,True,True,True
5935,LLM-Based Generalizable Hierarchical Task Planning and Execution for Heterogeneous Robot Teams with Event-Driven Replanning,True,True,True
5937,MPO: Boosting LLM Agents with Meta Plan Optimization,True,True,True
5940,Agentic LLM Planning via Step-Wise PDDL Simulation: An Empirical Characterisation,True,True,True
5941,TDAG: A Multi-Agent Framework based on Dynamic Task Decomposition and Agent Generation,True,True,True
5942,Robotouille: An Asynchronous Planning Benchmark for LLM Agents,True,True,True
5944,"Towards Zero-Shot, Controllable Dialog Planning with LLMs",True,True,True
5945,AI Planning Framework for LLM-Based Web Agents,True,True,True
5957,FlowBench: Revisiting and Benchmarking Workflow-Guided Planning for LLM-based Agents,True,True,True
5959,On the Prospects of Incorporating Large Language Models (LLMs) in Automated Planning and Scheduling (APS),True,True,True
5960,RePlan-Bot: Multi-Level Replanning for Embodied Instruction Following,True,True,True
5961,AI Tour Meeting: Group Travel Planning by LLM Agents,True,True,True
5962,Coarse-to-Fine Grounded Memory for LLM Agent Planning,True,True,True
5965,RePLan: Robotic Replanning with Perception and Language Models,True,True,True
5966,CPS-LLM: Large Language Model based Safe Usage Plan Generator for Human-in-the-Loop Human-in-the-Plant Cyber-Physical System,True,True,True
5970,LLM-ABM for Transportation: Assessing the Potential of LLM Agents in System Analysis,True,True,True
5971,"SagaLLM: Context Management, Validation, and Transaction Guarantees for Multi-Agent LLM Planning",True,True,True
5974,Fact-Augmented Lookahead Planning for LLM Agents,True,True,True
5975,Coupling Planning with Episodic Memory in LLM Agents for Software Issue Resolution,True,True,True
5985,SafeAgentBench: A Benchmark for Safe Task Planning of Embodied LLM Agents,True,True,True
5990,Does The Way You Plan Matter? An Empirical Study of Planning Representations for LLM Web Agents,True,True,True
5991,LLM-Empowered Embodied Agent for Memory-Augmented Task Planning in Household Robotics,True,True,True
5999,ToolTree: Efficient LLM Agent Tool Planning via Dual-Feedback Monte Carlo Tree Search and Bidirectional Pruning,True,True,True
6000,Multi-Agent Learning Path Planning via LLMs,True,True,True
6001,EMAC+: Embodied Multimodal Agent for Collaborative Planning with VLM+LLM,True,True,True
6002,Why Reasoning Fails to Plan: A Planning-Centric Analysis of Long-Horizon Decision Making in LLM Agents,True,True,True
6003,PDDLCoder: Agentic PDDL Generation for LLM-Assisted Symbolic Planning,True,True,True
6006,MuLan: Multimodal-LLM Agent for Progressive and Interactive Multi-Object Diffusion,True,True,True
6007,Plan-Then-Execute: An Empirical Study of User Trust and Team Performance When Using LLM Agents As A Daily Assistant,True,True,True
6010,FlowSteer: Prompt-Only Workflow Steering Exposes Planning-Time Vulnerabilities in Multi-Agent LLM Systems,True,True,True
6011,Automated Penetration Testing with LLM Agents and Classical Planning,True,True,True
6012,OceanPlan: Hierarchical Planning and Replanning for Natural Language AUV Piloting in Large-scale Unexplored Ocean Environments,True,True,True
6016,Can We Rely on LLM Agents to Draft Long-Horizon Plans? Let's Take TravelPlanner as an Example,True,True,True
6021,Self-Evolving World Models for LLM Agent Planning,True,True,True
6029,Learning When to Plan: Efficiently Allocating Test-Time Compute for LLM Agents,True,True,True
6031,Matrix as Plan: Structured Logical Reasoning with Feedback-Driven Replanning,True,True,True
6036,"Before you <think>, monitor: Implementing Flavell's metacognitive framework in LLMs",True,True,True
6038,"Perceive, Reflect, and Plan: Designing LLM Agent for Goal-Directed City Navigation without Instructions",True,True,True
6048,ALAS: Transactional and Dynamic Multi-Agent LLM Planning,True,True,True
6049,End-to-End LLM Flight Planning with RAG-based Memory and Multi-modal Coach Agent,True,True,True
6050,Semantically Aligned Task Decomposition in Multi-Agent Reinforcement Learning,True,True,True
6055,GroupTravelBench: Benchmarking LLM Agents on Multi-Person Travel Planning,True,True,True
6059,DUPLEX: Agentic Dual-System Planning via LLM-Driven Information Extraction,True,True,True
6060,Encouraging Good Processes Without the Need for Good Answers: Reinforcement Learning for LLM Agent Planning,True,True,True
6063,Thought-Augmented Planning for LLM-Powered Interactive Recommender Agent,True,True,True
6064,Can LLM Agents Solve Collaborative Tasks? A Study on Urgency-Aware Planning and Coordination,True,True,True
6067,Strategist: Self-improvement of LLM Decision Making via Bi-Level Tree Search,True,True,True
6068,Enhancing LLM-Based Agents via Global Planning and Hierarchical Execution,True,True,True
6074,"Autonomous Radiotherapy Treatment Planning Using DOLA: A Privacy-Preserving, LLM-Based Optimization Agent",True,True,True
6075,How Much Heavy Lifting Can an Agent Harness Do?: Measuring the LLM's Residual Role in a Planning Agent,True,True,True
6076,Training the Orchestrator: A Supervised Approach to End-to-End PDDL Planning with LLM Agents,True,True,True
6077,Agent-Oriented Planning in Multi-Agent Systems,True,True,True
6078,KnowAgent: Knowledge-Augmented Planning for LLM-Based Agents,True,True,True
6080,Metagent-P: A Neuro-Symbolic Planning Agent with Metacognition for Open Worlds,True,True,True
6081,CART: A traceable zero-shot planning framework for large language models with adaptive replanning,True,True,True
6085,Large Language Models for Task Planning in Embodied AI: A Survey,True,True,True
6088,ET-Plan-Bench: Embodied Task-level Planning Benchmark Towards Spatial-Temporal Cognition with Foundation Models,True,True,True
6093,LLM-Driven Adaptive Recovery for Multi-Agent Systems in Dynamic Environments,True,True,True
6097,PlanGenLLMs: A Modern Survey of LLM Planning Capabilities,True,True,True
6098,Do Agents Need to Plan Step-by-Step? Rethinking Planning Horizon in Data-Centric Tool Calling,True,True,True
6100,Structured LLM Reasoning for Zero-Shot Human--Robot Coordination Under Hidden Goals,True,True,True
6101,Embodied AI with Foundation Models for Mobile Service Robots: A Systematic Review,True,True,True
6105,Autonomous Mobile Robot Path Planning Techniques—A Review: Metaheuristic and Cognitive Techniques,True,True,True
6106,"Large Language Models as General Purpose Intelligence Systems for Reasoning, Planning and Decision Making",True,True,True
6111,Towards Scientific Intelligence: A Survey of LLM-based Scientific Agents,True,True,True
6113,BMW Agents -- A Framework For Task Automation Through Multi-Agent Collaboration,True,True,True
6114,Evaluating a Hybrid LLM Q-Learning/DQN Framework for Adaptive Obstacle Avoidance in Embedded Robotics,True,True,True
6115,SkyAgent: A lightweight LLM-driven reinforcement learning framework for adaptive cooperative path planning of two UAVs,True,True,True
6118,An LLM Compiler for Parallel Function Calling,True,True,True
6120,The agentic age of predictive chemical kinetics,True,True,True
6135,Practical Human–Robot Interaction (HRI) through Large Language Model (LLM)-based Voice-to-Action Systems,True,True,True
6140,Recover: A Neuro-Symbolic Framework for Failure Detection and Recovery,True,True,True
6141,Simulating Human-like Daily Activities with Desire-driven Autonomy,True,True,True
6146,REAP: Enhancing RAG with Recursive Evaluation and Adaptive Planning for Multi-Hop Question Answering,True,True,True
6148,When Large Language Models Meet UAV Projects: An Empirical Study from Developers' Perspective,True,True,True
6149,Graph-Based Task Allocation for Multi-Agent Fleet Management: A Genetic Algorithm Approach with LLM Integration,True,True,True
6150,HVR-Met: A Hypothesis-Verification-Replanning Agentic System for Extreme Weather Diagnosis,True,True,True
6152,DQTP: A Robot Autonomous Task Planner in Open Environments Based on Qwen2-VL model,True,True,True
6154,"Internet of Agents (IoAT): Sensing, Communication, Decision-Making and Execution",True,True,True
6156,LEGOMem: Modular Procedural Memory for Multi-agent LLM Systems for Workflow Automation,True,True,True
6157,SwiftBot: A Decentralized Platform for LLM-Powered Federated Robotic Task Execution,True,True,True
6159,Toward Autonomous Planning and Management of Urban Water Systems,True,True,True
6160,"Agentic and LLM-Based Multimodal Anomaly Detection: Architectures, Challenges, and Prospects",True,True,True
6162,When Should Users Check? Modeling Confirmation Frequency in Multi-Step Agentic AI Tasks,True,True,True
6163,MoMaStage: Skill-State Graph Guided Planning and Closed-Loop Execution for Long-Horizon Indoor Mobile Manipulation,True,True,True
6165,Beyond Flat Policies: Hierarchical Post-Training for Embodied Agents in Robotic Manipulation,True,True,True
6167,RoboMatrix: A Skill-centric Hierarchical Framework for Scalable Robot Task Planning and Execution in Open-World,True,True,True
6169,REMAC: Self-Reflective and Self-Evolving Multi-Agent Collaboration for Long-Horizon Robot Manipulation,True,True,True
6172,Goal2Skill: Long-Horizon Manipulation with Adaptive Planning and Reflection,True,True,True
6176,Situated Language Grounding for Multimodal AI Assistant Modeling,True,True,True
6177,Curriculum Guided Massive Multi Agent System Solving For Robust Long Horizon Tasks,True,True,True
6181,How to Steer Your Multi-Agent System: Human-LLM Collaborative Planning,True,True,True
6182,LLM-Grounded Dynamic Task Planning with Hierarchical Temporal Logic for Human-Aware Multi-Robot Handover,True,True,True
6183,Socratic Planner: Self-QA-Based Zero-Shot Planning for Embodied Instruction Following,True,True,True
6184,A Closed-Loop Modular Language Agent with Step Verification and Local Correction for Multi-Step Task Solving,True,True,True
6185,OSDAG: Online Scheduling for Efficient Multi-Robot Collaboration,True,True,True
6186,Scale-Plan: Scalable Language-Enabled Task Planning for Heterogeneous Multi-Robot Teams,True,True,True
6187,CoMuRoS - An LLM-based generalizable hierarchical task planning and execution framework for heterogeneous robot teams with event-driven re-planning,True,True,True
6188,Multi-Modal Data Exploration via Language Agents,True,True,True
6189,ELHPlan: Efficient Long-Horizon Task Planning for Multi-Agent Collaboration,True,True,True
6192,STeP: Signal Temporal Logic for Precise Specifications for Action Generation with Vision Language Models,True,True,True
6193,WebDART: Dynamic Decomposition and Re-planning for Complex Web Tasks,True,True,True
6194,Logic-Based Verification of Task Allocation for LLM-Enabled Multi-Agent Manufacturing Systems,True,True,True
