paper_id,axis,value
1895,research_type,validation_research
1895,evaluation_strategy,benchmark
1895,human_role,fully_autonomous
1895,venue_type,preprint
1902,loop_mechanism,critique_and_revision
1902,contribution_type,method
1902,research_type,validation_research
1902,evaluation_strategy,benchmark
1902,human_role,fully_autonomous
1902,venue_type,preprint
1912,loop_mechanism,loop_evaluation_and_diagnosis
1912,contribution_type,tool
1912,research_type,validation_research
1912,evaluation_strategy,benchmark
1912,human_role,fully_autonomous
1912,venue_type,preprint
1914,loop_mechanism,critique_and_revision
1914,contribution_type,method
1914,research_type,validation_research
1914,evaluation_strategy,benchmark
1914,human_role,fully_autonomous
1914,venue_type,preprint
1918,loop_mechanism,critique_and_revision
1918,contribution_type,method
1918,research_type,validation_research
1918,evaluation_strategy,benchmark
1918,human_role,fully_autonomous
1918,venue_type,preprint
1923,loop_mechanism,critique_and_revision
1923,contribution_type,method
1923,research_type,validation_research
1923,evaluation_strategy,benchmark
1923,human_role,fully_autonomous
1923,venue_type,conference
1934,loop_mechanism,verification_and_gating
1934,contribution_type,tool
1934,research_type,validation_research
1934,evaluation_strategy,benchmark
1934,human_role,fully_autonomous
1934,venue_type,preprint
1948,loop_mechanism,verification_and_gating
1948,contribution_type,tool
1948,research_type,validation_research
1948,evaluation_strategy,benchmark
1948,human_role,fully_autonomous
1948,venue_type,preprint
1986,loop_mechanism,verification_and_gating
1986,contribution_type,method
1986,research_type,validation_research
1986,evaluation_strategy,benchmark
1986,human_role,fully_autonomous
1986,venue_type,preprint
2052,loop_mechanism,loop_evaluation_and_diagnosis
2052,contribution_type,metric
2052,research_type,validation_research
2052,evaluation_strategy,controlled_experiment
2052,human_role,fully_autonomous
2052,venue_type,preprint
2053,loop_mechanism,verification_and_gating
2053,contribution_type,method
2053,research_type,validation_research
2053,evaluation_strategy,benchmark
2053,human_role,fully_autonomous
2053,venue_type,preprint
2088,loop_mechanism,verification_and_gating
2088,contribution_type,method
2088,research_type,validation_research
2088,evaluation_strategy,benchmark
2088,human_role,fully_autonomous
2088,venue_type,preprint
2227,loop_mechanism,verification_and_gating
2227,contribution_type,method
2227,research_type,validation_research
2227,evaluation_strategy,benchmark
2227,human_role,fully_autonomous
2227,venue_type,journal
2228,loop_mechanism,verification_and_gating
2228,contribution_type,method
2228,research_type,validation_research
2228,evaluation_strategy,benchmark
2228,human_role,not_specified
2228,venue_type,conference
2239,loop_mechanism,verification_and_gating
2239,contribution_type,method
2239,research_type,validation_research
2239,evaluation_strategy,benchmark
2239,human_role,fully_autonomous
2239,venue_type,preprint
2242,loop_mechanism,verification_and_gating
2242,contribution_type,metric
2242,research_type,validation_research
2242,evaluation_strategy,benchmark
2242,human_role,fully_autonomous
2242,venue_type,preprint
2249,loop_mechanism,loop_evaluation_and_diagnosis
2249,contribution_type,model
2249,research_type,validation_research
2249,evaluation_strategy,illustrative_example
2249,human_role,not_specified
2249,venue_type,preprint
2251,loop_mechanism,budget_and_termination_control
2251,contribution_type,method
2251,research_type,validation_research
2251,evaluation_strategy,benchmark
2251,human_role,fully_autonomous
2251,venue_type,preprint
2262,loop_mechanism,loop_evaluation_and_diagnosis
2262,contribution_type,tool
2262,research_type,validation_research
2262,evaluation_strategy,controlled_experiment
2262,human_role,fully_autonomous
2262,venue_type,preprint
2263,loop_mechanism,verification_and_gating
2263,contribution_type,method
2263,research_type,validation_research
2263,evaluation_strategy,benchmark
2263,human_role,fully_autonomous
2263,venue_type,conference
2289,loop_mechanism,verification_and_gating
2289,contribution_type,method
2289,research_type,validation_research
2289,evaluation_strategy,benchmark
2289,human_role,fully_autonomous
2289,venue_type,preprint
2291,loop_mechanism,multi_agent_coordination
2291,contribution_type,method
2291,research_type,validation_research
2291,evaluation_strategy,benchmark
2291,human_role,fully_autonomous
2291,venue_type,journal
2293,loop_mechanism,loop_evaluation_and_diagnosis
2293,contribution_type,tool
2293,research_type,validation_research
2293,evaluation_strategy,benchmark
2293,human_role,fully_autonomous
2293,venue_type,conference
2295,loop_mechanism,loop_evaluation_and_diagnosis
2295,contribution_type,method
2295,research_type,validation_research
2295,evaluation_strategy,controlled_experiment
2295,human_role,fully_autonomous
2295,venue_type,preprint
2300,loop_mechanism,verification_and_gating
2300,contribution_type,model
2300,research_type,validation_research
2300,evaluation_strategy,controlled_experiment
2300,human_role,fully_autonomous
2300,venue_type,preprint
2306,loop_mechanism,critique_and_revision
2306,contribution_type,method
2306,research_type,validation_research
2306,evaluation_strategy,benchmark
2306,human_role,fully_autonomous
2306,venue_type,conference
2312,loop_mechanism,budget_and_termination_control
2312,contribution_type,method
2312,research_type,validation_research
2312,evaluation_strategy,benchmark
2312,human_role,fully_autonomous
2312,venue_type,preprint
2313,loop_mechanism,verification_and_gating
2313,contribution_type,method
2313,research_type,validation_research
2313,evaluation_strategy,benchmark
2313,human_role,fully_autonomous
2313,venue_type,conference
2315,loop_mechanism,loop_evaluation_and_diagnosis
2315,contribution_type,method
2315,research_type,validation_research
2315,evaluation_strategy,controlled_experiment
2315,human_role,human_in_the_loop
2315,venue_type,preprint
2316,loop_mechanism,verification_and_gating
2316,contribution_type,method
2316,research_type,validation_research
2316,evaluation_strategy,benchmark
2316,human_role,fully_autonomous
2316,venue_type,preprint
2317,loop_mechanism,verification_and_gating
2317,contribution_type,method
2317,research_type,validation_research
2317,evaluation_strategy,benchmark
2317,human_role,fully_autonomous
2317,venue_type,preprint
2321,loop_mechanism,verification_and_gating
2321,contribution_type,model
2321,research_type,solution_proposal
2321,evaluation_strategy,case_study
2321,human_role,human_on_the_loop
2321,venue_type,preprint
2324,loop_mechanism,critique_and_revision
2324,contribution_type,method
2324,research_type,validation_research
2324,evaluation_strategy,benchmark
2324,human_role,fully_autonomous
2324,venue_type,preprint
2333,loop_mechanism,verification_and_gating
2333,contribution_type,method
2333,research_type,validation_research
2333,evaluation_strategy,benchmark
2333,human_role,fully_autonomous
2333,venue_type,preprint
2334,loop_mechanism,verification_and_gating
2334,contribution_type,tool
2334,research_type,validation_research
2334,evaluation_strategy,ablation
2334,human_role,fully_autonomous
2334,venue_type,preprint
2340,loop_mechanism,multi_agent_coordination
2340,contribution_type,model
2340,research_type,solution_proposal
2340,evaluation_strategy,none
2340,human_role,not_specified
2340,venue_type,preprint
2343,loop_mechanism,budget_and_termination_control
2343,contribution_type,method
2343,research_type,validation_research
2343,evaluation_strategy,benchmark
2343,human_role,fully_autonomous
2343,venue_type,preprint
2352,loop_mechanism,verification_and_gating
2352,contribution_type,method
2352,research_type,validation_research
2352,evaluation_strategy,benchmark
2352,human_role,fully_autonomous
2352,venue_type,preprint
2354,loop_mechanism,loop_evaluation_and_diagnosis
2354,contribution_type,model
2354,research_type,experience_paper
2354,evaluation_strategy,case_study
2354,human_role,human_in_the_loop
2354,venue_type,preprint
2356,loop_mechanism,verification_and_gating
2356,contribution_type,method
2356,research_type,validation_research
2356,evaluation_strategy,benchmark
2356,human_role,fully_autonomous
2356,venue_type,preprint
2359,loop_mechanism,loop_evaluation_and_diagnosis
2359,contribution_type,method
2359,research_type,validation_research
2359,evaluation_strategy,ablation
2359,human_role,fully_autonomous
2359,venue_type,preprint
2365,loop_mechanism,verification_and_gating
2365,contribution_type,method
2365,research_type,validation_research
2365,evaluation_strategy,benchmark
2365,human_role,fully_autonomous
2365,venue_type,preprint
2385,loop_mechanism,verification_and_gating
2385,contribution_type,tool
2385,research_type,validation_research
2385,evaluation_strategy,benchmark
2385,human_role,fully_autonomous
2385,venue_type,preprint
2388,loop_mechanism,loop_evaluation_and_diagnosis
2388,contribution_type,model
2388,research_type,validation_research
2388,evaluation_strategy,benchmark
2388,human_role,fully_autonomous
2388,venue_type,preprint
2456,loop_mechanism,verification_and_gating
2456,contribution_type,method
2456,research_type,validation_research
2456,evaluation_strategy,benchmark
2456,human_role,fully_autonomous
2456,venue_type,preprint
2506,loop_mechanism,verification_and_gating
2506,contribution_type,metric
2506,research_type,validation_research
2506,evaluation_strategy,benchmark
2506,human_role,fully_autonomous
2506,venue_type,preprint
2560,loop_mechanism,verification_and_gating
2560,contribution_type,method
2560,research_type,validation_research
2560,evaluation_strategy,controlled_experiment
2560,human_role,fully_autonomous
2560,venue_type,preprint
2672,loop_mechanism,loop_evaluation_and_diagnosis
2672,contribution_type,metric
2672,research_type,validation_research
2672,evaluation_strategy,benchmark
2672,human_role,fully_autonomous
2672,venue_type,journal
2895,loop_mechanism,critique_and_revision
2895,contribution_type,method
2895,research_type,validation_research
2895,evaluation_strategy,benchmark
2895,human_role,fully_autonomous
2895,venue_type,preprint
2917,loop_mechanism,critique_and_revision
2917,contribution_type,method
2917,research_type,validation_research
2917,evaluation_strategy,benchmark
2917,human_role,fully_autonomous
2917,venue_type,preprint
2935,loop_mechanism,planning_and_control_flow
2935,contribution_type,method
2935,research_type,validation_research
2935,evaluation_strategy,benchmark
2935,human_role,fully_autonomous
2935,venue_type,preprint
2971,loop_mechanism,critique_and_revision
2971,contribution_type,method
2971,research_type,validation_research
2971,evaluation_strategy,benchmark
2971,human_role,fully_autonomous
2971,venue_type,preprint
2987,loop_mechanism,multi_agent_coordination
2987,contribution_type,method
2987,research_type,validation_research
2987,evaluation_strategy,benchmark
2987,human_role,fully_autonomous
2987,venue_type,preprint
3019,loop_mechanism,critique_and_revision
3019,contribution_type,method
3019,research_type,validation_research
3019,evaluation_strategy,benchmark
3019,human_role,fully_autonomous
3019,venue_type,preprint
3040,loop_mechanism,verification_and_gating
3040,contribution_type,method
3040,research_type,validation_research
3040,evaluation_strategy,benchmark
3040,human_role,fully_autonomous
3040,venue_type,conference
3058,loop_mechanism,planning_and_control_flow
3058,contribution_type,method
3058,research_type,validation_research
3058,evaluation_strategy,benchmark
3058,human_role,fully_autonomous
3058,venue_type,preprint
3076,loop_mechanism,critique_and_revision
3076,contribution_type,method
3076,research_type,validation_research
3076,evaluation_strategy,benchmark
3076,human_role,fully_autonomous
3076,venue_type,preprint
3091,loop_mechanism,self_evolution
3091,contribution_type,method
3091,research_type,validation_research
3091,evaluation_strategy,benchmark
3091,human_role,fully_autonomous
3091,venue_type,preprint
3157,loop_mechanism,verification_and_gating
3157,contribution_type,method
3157,research_type,validation_research
3157,evaluation_strategy,benchmark
3157,human_role,fully_autonomous
3157,venue_type,preprint
3163,loop_mechanism,verification_and_gating
3163,contribution_type,method
3163,research_type,validation_research
3163,evaluation_strategy,benchmark
3163,human_role,human_in_the_loop
3163,venue_type,preprint
3165,loop_mechanism,critique_and_revision
3165,contribution_type,method
3165,research_type,validation_research
3165,evaluation_strategy,controlled_experiment
3165,human_role,fully_autonomous
3165,venue_type,preprint
3166,loop_mechanism,critique_and_revision
3166,contribution_type,model
3166,research_type,validation_research
3166,evaluation_strategy,controlled_experiment
3166,human_role,fully_autonomous
3166,venue_type,preprint
3187,loop_mechanism,planning_and_control_flow
3187,contribution_type,method
3187,research_type,validation_research
3187,evaluation_strategy,benchmark
3187,human_role,fully_autonomous
3187,venue_type,preprint
3292,loop_mechanism,critique_and_revision
3292,contribution_type,method
3292,research_type,validation_research
3292,evaluation_strategy,benchmark
3292,human_role,fully_autonomous
3292,venue_type,preprint
3297,loop_mechanism,critique_and_revision
3297,contribution_type,method
3297,research_type,validation_research
3297,evaluation_strategy,benchmark
3297,human_role,fully_autonomous
3297,venue_type,preprint
3318,loop_mechanism,verification_and_gating
3318,contribution_type,method
3318,research_type,validation_research
3318,evaluation_strategy,benchmark
3318,human_role,fully_autonomous
3318,venue_type,preprint
3319,loop_mechanism,critique_and_revision
3319,contribution_type,method
3319,research_type,validation_research
3319,evaluation_strategy,benchmark
3319,human_role,fully_autonomous
3319,venue_type,preprint
3324,loop_mechanism,planning_and_control_flow
3324,contribution_type,method
3324,research_type,validation_research
3324,evaluation_strategy,benchmark
3324,human_role,fully_autonomous
3324,venue_type,preprint
3331,loop_mechanism,critique_and_revision
3331,contribution_type,process
3331,research_type,validation_research
3331,evaluation_strategy,controlled_experiment
3331,human_role,fully_autonomous
3331,venue_type,preprint
3348,loop_mechanism,verification_and_gating
3348,contribution_type,method
3348,research_type,validation_research
3348,evaluation_strategy,benchmark
3348,human_role,fully_autonomous
3348,venue_type,preprint
3407,loop_mechanism,budget_and_termination_control
3407,contribution_type,method
3407,research_type,validation_research
3407,evaluation_strategy,benchmark
3407,human_role,fully_autonomous
3407,venue_type,conference
3467,loop_mechanism,verification_and_gating
3467,contribution_type,method
3467,research_type,validation_research
3467,evaluation_strategy,benchmark
3467,human_role,fully_autonomous
3467,venue_type,preprint
3504,loop_mechanism,planning_and_control_flow
3504,contribution_type,model
3504,research_type,philosophical_paper
3504,evaluation_strategy,illustrative_example
3504,human_role,not_specified
3504,venue_type,preprint
3517,loop_mechanism,verification_and_gating
3517,contribution_type,method
3517,research_type,validation_research
3517,evaluation_strategy,benchmark
3517,human_role,fully_autonomous
3517,venue_type,conference
3581,loop_mechanism,critique_and_revision
3581,contribution_type,model
3581,research_type,solution_proposal
3581,evaluation_strategy,illustrative_example
3581,human_role,fully_autonomous
3581,venue_type,journal
3628,loop_mechanism,verification_and_gating
3628,contribution_type,model
3628,research_type,validation_research
3628,evaluation_strategy,benchmark
3628,human_role,fully_autonomous
3628,venue_type,preprint
3637,loop_mechanism,verification_and_gating
3637,contribution_type,method
3637,research_type,validation_research
3637,evaluation_strategy,benchmark
3637,human_role,fully_autonomous
3637,venue_type,preprint
3640,loop_mechanism,budget_and_termination_control
3640,contribution_type,method
3640,research_type,validation_research
3640,evaluation_strategy,benchmark
3640,human_role,fully_autonomous
3640,venue_type,preprint
3673,loop_mechanism,budget_and_termination_control
3673,contribution_type,method
3673,research_type,validation_research
3673,evaluation_strategy,controlled_experiment
3673,human_role,fully_autonomous
3673,venue_type,preprint
3686,loop_mechanism,deliberative_search
3686,contribution_type,method
3686,research_type,validation_research
3686,evaluation_strategy,benchmark
3686,human_role,fully_autonomous
3686,venue_type,preprint
3742,loop_mechanism,budget_and_termination_control
3742,contribution_type,method
3742,research_type,validation_research
3742,evaluation_strategy,controlled_experiment
3742,human_role,fully_autonomous
3742,venue_type,preprint
3744,loop_mechanism,budget_and_termination_control
3744,contribution_type,method
3744,research_type,validation_research
3744,evaluation_strategy,benchmark
3744,human_role,not_specified
3744,venue_type,preprint
3749,loop_mechanism,budget_and_termination_control
3749,contribution_type,method
3749,research_type,validation_research
3749,evaluation_strategy,benchmark
3749,human_role,fully_autonomous
3749,venue_type,preprint
3755,loop_mechanism,verification_and_gating
3755,contribution_type,model
3755,research_type,validation_research
3755,evaluation_strategy,controlled_experiment
3755,human_role,fully_autonomous
3755,venue_type,preprint
3780,loop_mechanism,budget_and_termination_control
3780,contribution_type,method
3780,research_type,validation_research
3780,evaluation_strategy,benchmark
3780,human_role,fully_autonomous
3780,venue_type,preprint
3783,loop_mechanism,budget_and_termination_control
3783,contribution_type,method
3783,research_type,validation_research
3783,evaluation_strategy,benchmark
3783,human_role,fully_autonomous
3783,venue_type,preprint
3784,loop_mechanism,budget_and_termination_control
3784,contribution_type,method
3784,research_type,validation_research
3784,evaluation_strategy,benchmark
3784,human_role,fully_autonomous
3784,venue_type,preprint
3790,loop_mechanism,multi_agent_coordination
3790,contribution_type,method
3790,research_type,validation_research
3790,evaluation_strategy,benchmark
3790,human_role,fully_autonomous
3790,venue_type,preprint
3794,loop_mechanism,budget_and_termination_control
3794,contribution_type,method
3794,research_type,validation_research
3794,evaluation_strategy,benchmark
3794,human_role,fully_autonomous
3794,venue_type,preprint
3795,loop_mechanism,budget_and_termination_control
3795,contribution_type,method
3795,research_type,validation_research
3795,evaluation_strategy,benchmark
3795,human_role,fully_autonomous
3795,venue_type,preprint
3796,loop_mechanism,loop_evaluation_and_diagnosis
3796,contribution_type,method
3796,research_type,validation_research
3796,evaluation_strategy,controlled_experiment
3796,human_role,fully_autonomous
3796,venue_type,preprint
3799,loop_mechanism,budget_and_termination_control
3799,contribution_type,method
3799,research_type,validation_research
3799,evaluation_strategy,benchmark
3799,human_role,fully_autonomous
3799,venue_type,preprint
3805,loop_mechanism,budget_and_termination_control
3805,contribution_type,method
3805,research_type,validation_research
3805,evaluation_strategy,benchmark
3805,human_role,fully_autonomous
3805,venue_type,preprint
3812,loop_mechanism,budget_and_termination_control
3812,contribution_type,model
3812,research_type,validation_research
3812,evaluation_strategy,benchmark
3812,human_role,fully_autonomous
3812,venue_type,preprint
3815,loop_mechanism,verification_and_gating
3815,contribution_type,metric
3815,research_type,validation_research
3815,evaluation_strategy,benchmark
3815,human_role,fully_autonomous
3815,venue_type,preprint
3817,loop_mechanism,verification_and_gating
3817,contribution_type,method
3817,research_type,validation_research
3817,evaluation_strategy,benchmark
3817,human_role,fully_autonomous
3817,venue_type,preprint
3818,loop_mechanism,verification_and_gating
3818,contribution_type,method
3818,research_type,validation_research
3818,evaluation_strategy,benchmark
3818,human_role,fully_autonomous
3818,venue_type,preprint
3825,loop_mechanism,budget_and_termination_control
3825,contribution_type,method
3825,research_type,solution_proposal
3825,evaluation_strategy,none
3825,human_role,not_specified
3825,venue_type,preprint
3830,loop_mechanism,budget_and_termination_control
3830,contribution_type,method
3830,research_type,validation_research
3830,evaluation_strategy,benchmark
3830,human_role,fully_autonomous
3830,venue_type,preprint
3833,loop_mechanism,deliberative_search
3833,contribution_type,method
3833,research_type,validation_research
3833,evaluation_strategy,benchmark
3833,human_role,fully_autonomous
3833,venue_type,preprint
3836,loop_mechanism,budget_and_termination_control
3836,contribution_type,method
3836,research_type,validation_research
3836,evaluation_strategy,benchmark
3836,human_role,fully_autonomous
3836,venue_type,preprint
3838,loop_mechanism,verification_and_gating
3838,contribution_type,method
3838,research_type,validation_research
3838,evaluation_strategy,benchmark
3838,human_role,fully_autonomous
3838,venue_type,journal
3846,loop_mechanism,verification_and_gating
3846,contribution_type,method
3846,research_type,validation_research
3846,evaluation_strategy,benchmark
3846,human_role,fully_autonomous
3846,venue_type,preprint
3847,loop_mechanism,deliberative_search
3847,contribution_type,tool
3847,research_type,validation_research
3847,evaluation_strategy,benchmark
3847,human_role,fully_autonomous
3847,venue_type,preprint
3849,loop_mechanism,budget_and_termination_control
3849,contribution_type,method
3849,research_type,validation_research
3849,evaluation_strategy,benchmark
3849,human_role,fully_autonomous
3849,venue_type,preprint
3855,loop_mechanism,budget_and_termination_control
3855,contribution_type,method
3855,research_type,validation_research
3855,evaluation_strategy,benchmark
3855,human_role,fully_autonomous
3855,venue_type,preprint
3856,loop_mechanism,budget_and_termination_control
3856,contribution_type,process
3856,research_type,opinion_paper
3856,evaluation_strategy,none
3856,human_role,not_specified
3856,venue_type,journal
3857,loop_mechanism,budget_and_termination_control
3857,contribution_type,method
3857,research_type,validation_research
3857,evaluation_strategy,benchmark
3857,human_role,fully_autonomous
3857,venue_type,preprint
3859,loop_mechanism,verification_and_gating
3859,contribution_type,method
3859,research_type,validation_research
3859,evaluation_strategy,benchmark
3859,human_role,fully_autonomous
3859,venue_type,preprint
3860,loop_mechanism,memory_and_context_management
3860,contribution_type,method
3860,research_type,validation_research
3860,evaluation_strategy,benchmark
3860,human_role,fully_autonomous
3860,venue_type,preprint
3863,loop_mechanism,verification_and_gating
3863,contribution_type,method
3863,research_type,validation_research
3863,evaluation_strategy,benchmark
3863,human_role,fully_autonomous
3863,venue_type,preprint
3866,loop_mechanism,multi_agent_coordination
3866,contribution_type,method
3866,research_type,validation_research
3866,evaluation_strategy,benchmark
3866,human_role,fully_autonomous
3866,venue_type,conference
3867,loop_mechanism,planning_and_control_flow
3867,contribution_type,method
3867,research_type,validation_research
3867,evaluation_strategy,benchmark
3867,human_role,fully_autonomous
3867,venue_type,preprint
3870,loop_mechanism,multi_agent_coordination
3870,contribution_type,tool
3870,research_type,validation_research
3870,evaluation_strategy,ablation
3870,human_role,not_specified
3870,venue_type,preprint
3871,loop_mechanism,self_evolution
3871,contribution_type,method
3871,research_type,validation_research
3871,evaluation_strategy,benchmark
3871,human_role,fully_autonomous
3871,venue_type,preprint
3872,loop_mechanism,budget_and_termination_control
3872,contribution_type,method
3872,research_type,validation_research
3872,evaluation_strategy,benchmark
3872,human_role,fully_autonomous
3872,venue_type,preprint
3875,loop_mechanism,budget_and_termination_control
3875,contribution_type,model
3875,research_type,validation_research
3875,evaluation_strategy,benchmark
3875,human_role,fully_autonomous
3875,venue_type,preprint
3879,loop_mechanism,budget_and_termination_control
3879,contribution_type,tool
3879,research_type,validation_research
3879,evaluation_strategy,controlled_experiment
3879,human_role,fully_autonomous
3879,venue_type,preprint
3880,loop_mechanism,budget_and_termination_control
3880,contribution_type,method
3880,research_type,validation_research
3880,evaluation_strategy,controlled_experiment
3880,human_role,fully_autonomous
3880,venue_type,preprint
3882,loop_mechanism,deliberative_search
3882,contribution_type,method
3882,research_type,validation_research
3882,evaluation_strategy,benchmark
3882,human_role,fully_autonomous
3882,venue_type,preprint
3884,loop_mechanism,budget_and_termination_control
3884,contribution_type,method
3884,research_type,validation_research
3884,evaluation_strategy,benchmark
3884,human_role,fully_autonomous
3884,venue_type,preprint
3885,loop_mechanism,deliberative_search
3885,contribution_type,method
3885,research_type,validation_research
3885,evaluation_strategy,benchmark
3885,human_role,fully_autonomous
3885,venue_type,preprint
3886,loop_mechanism,deliberative_search
3886,contribution_type,method
3886,research_type,validation_research
3886,evaluation_strategy,benchmark
3886,human_role,fully_autonomous
3886,venue_type,preprint
3895,loop_mechanism,memory_and_context_management
3895,contribution_type,method
3895,research_type,validation_research
3895,evaluation_strategy,benchmark
3895,human_role,fully_autonomous
3895,venue_type,preprint
3905,loop_mechanism,self_evolution
3905,contribution_type,model
3905,research_type,validation_research
3905,evaluation_strategy,benchmark
3905,human_role,fully_autonomous
3905,venue_type,preprint
3906,loop_mechanism,deliberative_search
3906,contribution_type,method
3906,research_type,validation_research
3906,evaluation_strategy,controlled_experiment
3906,human_role,fully_autonomous
3906,venue_type,preprint
3914,loop_mechanism,loop_evaluation_and_diagnosis
3914,contribution_type,tool
3914,research_type,validation_research
3914,evaluation_strategy,benchmark
3914,human_role,not_specified
3914,venue_type,preprint
3916,loop_mechanism,critique_and_revision
3916,contribution_type,method
3916,research_type,validation_research
3916,evaluation_strategy,benchmark
3916,human_role,fully_autonomous
3916,venue_type,preprint
3921,loop_mechanism,deliberative_search
3921,contribution_type,method
3921,research_type,validation_research
3921,evaluation_strategy,benchmark
3921,human_role,fully_autonomous
3921,venue_type,preprint
3922,loop_mechanism,deliberative_search
3922,contribution_type,method
3922,research_type,validation_research
3922,evaluation_strategy,controlled_experiment
3922,human_role,fully_autonomous
3922,venue_type,preprint
3932,loop_mechanism,budget_and_termination_control
3932,contribution_type,metric
3932,research_type,validation_research
3932,evaluation_strategy,benchmark
3932,human_role,fully_autonomous
3932,venue_type,preprint
3935,loop_mechanism,planning_and_control_flow
3935,contribution_type,tool
3935,research_type,validation_research
3935,evaluation_strategy,benchmark
3935,human_role,fully_autonomous
3935,venue_type,preprint
3940,loop_mechanism,self_evolution
3940,contribution_type,model
3940,research_type,validation_research
3940,evaluation_strategy,controlled_experiment
3940,human_role,fully_autonomous
3940,venue_type,preprint
3949,loop_mechanism,multi_agent_coordination
3949,contribution_type,method
3949,research_type,validation_research
3949,evaluation_strategy,benchmark
3949,human_role,fully_autonomous
3949,venue_type,conference
3953,loop_mechanism,critique_and_revision
3953,contribution_type,method
3953,research_type,validation_research
3953,evaluation_strategy,benchmark
3953,human_role,fully_autonomous
3953,venue_type,preprint
3962,loop_mechanism,deliberative_search
3962,contribution_type,method
3962,research_type,validation_research
3962,evaluation_strategy,benchmark
3962,human_role,fully_autonomous
3962,venue_type,preprint
3963,loop_mechanism,deliberative_search
3963,contribution_type,model
3963,research_type,philosophical_paper
3963,evaluation_strategy,illustrative_example
3963,human_role,not_specified
3963,venue_type,preprint
3964,loop_mechanism,budget_and_termination_control
3964,contribution_type,method
3964,research_type,validation_research
3964,evaluation_strategy,benchmark
3964,human_role,human_in_the_loop
3964,venue_type,preprint
3969,loop_mechanism,budget_and_termination_control
3969,contribution_type,method
3969,research_type,validation_research
3969,evaluation_strategy,benchmark
3969,human_role,fully_autonomous
3969,venue_type,conference
3975,loop_mechanism,memory_and_context_management
3975,contribution_type,method
3975,research_type,validation_research
3975,evaluation_strategy,benchmark
3975,human_role,fully_autonomous
3975,venue_type,preprint
3976,loop_mechanism,budget_and_termination_control
3976,contribution_type,method
3976,research_type,validation_research
3976,evaluation_strategy,controlled_experiment
3976,human_role,fully_autonomous
3976,venue_type,preprint
3981,loop_mechanism,deliberative_search
3981,contribution_type,method
3981,research_type,validation_research
3981,evaluation_strategy,benchmark
3981,human_role,fully_autonomous
3981,venue_type,preprint
3986,loop_mechanism,planning_and_control_flow
3986,contribution_type,tool
3986,research_type,validation_research
3986,evaluation_strategy,benchmark
3986,human_role,fully_autonomous
3986,venue_type,preprint
3987,loop_mechanism,loop_evaluation_and_diagnosis
3987,contribution_type,model
3987,research_type,philosophical_paper
3987,evaluation_strategy,controlled_experiment
3987,human_role,fully_autonomous
3987,venue_type,preprint
3990,loop_mechanism,budget_and_termination_control
3990,contribution_type,method
3990,research_type,validation_research
3990,evaluation_strategy,benchmark
3990,human_role,fully_autonomous
3990,venue_type,preprint
3997,loop_mechanism,planning_and_control_flow
3997,contribution_type,method
3997,research_type,validation_research
3997,evaluation_strategy,benchmark
3997,human_role,fully_autonomous
3997,venue_type,preprint
4015,loop_mechanism,memory_and_context_management
4015,contribution_type,method
4015,research_type,validation_research
4015,evaluation_strategy,benchmark
4015,human_role,fully_autonomous
4015,venue_type,preprint
4017,loop_mechanism,verification_and_gating
4017,contribution_type,tool
4017,research_type,validation_research
4017,evaluation_strategy,benchmark
4017,human_role,fully_autonomous
4017,venue_type,preprint
4025,loop_mechanism,planning_and_control_flow
4025,contribution_type,method
4025,research_type,validation_research
4025,evaluation_strategy,benchmark
4025,human_role,fully_autonomous
4025,venue_type,preprint
4038,loop_mechanism,budget_and_termination_control
4038,contribution_type,method
4038,research_type,validation_research
4038,evaluation_strategy,benchmark
4038,human_role,fully_autonomous
4038,venue_type,preprint
4039,loop_mechanism,memory_and_context_management
4039,contribution_type,model
4039,research_type,validation_research
4039,evaluation_strategy,benchmark
4039,human_role,fully_autonomous
4039,venue_type,preprint
4049,loop_mechanism,loop_evaluation_and_diagnosis
4049,contribution_type,tool
4049,research_type,validation_research
4049,evaluation_strategy,benchmark
4049,human_role,fully_autonomous
4049,venue_type,preprint
4050,loop_mechanism,multi_agent_coordination
4050,contribution_type,method
4050,research_type,validation_research
4050,evaluation_strategy,controlled_experiment
4050,human_role,human_in_the_loop
4050,venue_type,preprint
4051,loop_mechanism,memory_and_context_management
4051,contribution_type,method
4051,research_type,validation_research
4051,evaluation_strategy,benchmark
4051,human_role,fully_autonomous
4051,venue_type,preprint
4053,loop_mechanism,loop_evaluation_and_diagnosis
4053,contribution_type,metric
4053,research_type,validation_research
4053,evaluation_strategy,controlled_experiment
4053,human_role,fully_autonomous
4053,venue_type,preprint
4055,loop_mechanism,memory_and_context_management
4055,contribution_type,method
4055,research_type,validation_research
4055,evaluation_strategy,benchmark
4055,human_role,fully_autonomous
4055,venue_type,preprint
4061,loop_mechanism,loop_evaluation_and_diagnosis
4061,contribution_type,metric
4061,research_type,validation_research
4061,evaluation_strategy,controlled_experiment
4061,human_role,fully_autonomous
4061,venue_type,preprint
4064,loop_mechanism,memory_and_context_management
4064,contribution_type,method
4064,research_type,validation_research
4064,evaluation_strategy,benchmark
4064,human_role,fully_autonomous
4064,venue_type,preprint
4066,loop_mechanism,memory_and_context_management
4066,contribution_type,tool
4066,research_type,validation_research
4066,evaluation_strategy,benchmark
4066,human_role,fully_autonomous
4066,venue_type,preprint
4067,loop_mechanism,memory_and_context_management
4067,contribution_type,method
4067,research_type,validation_research
