paper_id,title,year,venue,source
2227,Fight Fire With Fire: How Much Can We Trust ChatGPT on Source Code-Related Tasks?,2024,IEEE Transactions on Software Engineering,openalex
2228,A Closer Look at the Self-Verification Abilities of Large Language Models in Logical Reasoning,2024,,openalex
2239,Deductive Verification of Chain-of-Thought Reasoning,2023,arXiv (Cornell University),openalex
2242,Consensus Entropy: Harnessing Multi-VLM Agreement for Self-Verifying and Self-Improving OCR,2025,arXiv (Cornell University),openalex
2249,Feedback Loops With Language Models Drive In-Context Reward Hacking,2024,arXiv (Cornell University),openalex
2251,AutoMix: Automatically Mixing Language Models,2023,arXiv (Cornell University),openalex
2262,Can Large Language Models Solve Robot Routing?,2024,arXiv (Cornell University),openalex
2263,Chain-of-Verification Reduces Hallucination in Large Language Models,2024,,openalex
2289,Incentivizing LLMs to Self-Verify Their Answers,2025,,openalex
2291,Diversity of Thought Elicits Stronger Reasoning Capabilities in Multi-Agent Debate Frameworks,2024,Journal of Robotics and Automation Research,openalex
2293,AgentDiagnose: An Open Toolkit for Diagnosing LLM Agent Trajectories,2025,,openalex
2295,Auditing Meta-Cognitive Hallucinations in Reasoning Large Language Models,2025,,openalex
2300,Self-Verifying Reflection Helps Transformers with CoT Reasoning,2025,,openalex
2306,Debug like a Human: A Large Language Model Debugger via Verifying Runtime Execution Step by Step,2024,,openalex
2312,Self-Verification Dilemma: Experience-Driven Suppression of Overused Checking in LLM Reasoning,2026,arXiv (Cornell University),openalex
2313,DSVD: Dynamic Self-Verify Decoding for Faithful Generation in Large Language Models,2025,,openalex
2315,Sell Me This Stock: Unsafe Recommendation Drift in LLM Agents,2026,arXiv (Cornell University),openalex
2316,Chain-of-Verification Reduces Hallucination in Large Language Models,2023,arXiv (Cornell University),openalex
2317,Verbalized Confidence Triggers Self-Verification: Emergent Behavior Without Explicit Reasoning Supervision,2025,arXiv (Cornell University),openalex
2321,Verified Agentic AI (VAAI): A Multi-Agent Framework for Trustworthy Large Language Models,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
2324,A Training-Free Regeneration Paradigm: Contrastive Reflection Memory Guided Self-Verification and Self-Improvement,2026,arXiv (Cornell University),openalex
2333,CLOSER-VLN: Closed-Loop Self-Verified Retrieval-Augmented Reasoning for Aerial Vision-Language Navigation,2026,arXiv (Cornell University),openalex
2334,Catching Hallucinated Citations in Video-LLM Question Answering: A Self-Verification Pipeline and Verifier Ablation Study,2026,arXiv (Cornell University),openalex
2340,XunMing-AI: A Trias Politica Multi-Agent Harness Framework for High-Fidelity Logic Synthesis,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
2343,SVR: Self-Verifying Refinement via Joint Verdict-Confidence Reinforcement Learning for Adaptive Test-Time Compute,2026,arXiv (Cornell University),openalex
2352,Verification-Aware Planning for Multi-Agent Systems,2025,arXiv (Cornell University),openalex
2354,Tests Pass. Nothing Works. Systematic Completion Fabrication in LLM Coding Agents,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
2356,AMTFV: Agentic Mathematical Tool-Flow Verification for LLM Self-Correction,2026,arXiv (Cornell University),openalex
2359,"The LLM Proposes, the Executive Disposes: A Self-Verifying Agent Instrument that Dissociates Commitment Drift from Binding Drift in Long-Horizon Agents",2026,arXiv (Cornell University),openalex
2365,Verification-Aware Planning for Multi-Agent Systems,2026,,openalex
2385,Real-Time Trust Verification for Safe Agentic Actions using TrustBench,2026,arXiv (Cornell University),openalex
2388,Reconciling Divergent Views Through a Critical Analysis of Iterative Self-Improvement in LLMs,2025,,openalex
2456,MCTS-Judge: Test-Time Scaling in LLM-as-a-Judge for Code Correctness Evaluation,2025,arXiv:cs.LG,arxiv
2506,LLM-as-a-Judge for Reference-less Automatic Code Validation and Refinement for Natural Language to Bash in IT Automation,2025,arXiv:cs.SE,arxiv
2560,Anchoring Bias in LLM-as-a-Judge Systems: Prior Scores Compromise Evaluation Independence,2026,arXiv:cs.CL,arxiv
2672,"Evaluating large language models on business process modeling: framework, benchmark, and self-improvement analysis",2025,Software & Systems Modeling,openalex
2895,Towards Reliable and Fluent Large Language Models: Incorporating Feedback Learning Loops in QA Systems,2023,arXiv:cs.CL,arxiv
2917,The Lighthouse of Language: Enhancing LLM Agents via Critique-Guided Improvement,2025,arXiv:cs.CL,arxiv
2935,AdaPlanner: Adaptive Planning from Feedback with Language Models,2023,arXiv:cs.CL,arxiv
2971,RL4F: Generating Natural Language Feedback with Reinforcement Learning for Repairing Model Outputs,2023,arXiv:cs.CL,arxiv
2987,Agentic Feedback Loop Modeling Improves Recommendation and User Simulation,2024,arXiv:cs.IR,arxiv
3019,RAG-Critic: Leveraging Automated Critic-Guided Agentic Workflow for Retrieval Augmented Generation,2025,,openalex
3040,GenPRM: Scaling Test-Time Compute of Process Reward Models via Generative Reasoning,2026,Proceedings of the AAAI Conference on Artificial Intelligence,openalex
3058,Can We Further Elicit Reasoning in LLMs? Critic-Guided Planning with Retrieval-Augmentation for Solving Challenging Tasks,2025,,openalex
3076,Critic-Guided Heterogeneous Multi-Agent Reasoning for Reliable Mathematical Problem Solving,2026,arXiv (Cornell University),openalex
3091,GAIA: A Data Flywheel System for Training GUI Test-Time Scaling Critic Models,2026,arXiv (Cornell University),openalex
3157,Seeing Isn’t Believing: Mitigating Belief Inertia via Active Intervention in Embodied Agents,2026,,openalex
3163,Requesting Expert Reasoning: Augmenting LLM Agents with Learned Collaborative Intervention,2026,arXiv (Cornell University),openalex
3165,From Hallucination to Structure Snowballing: The Alignment Tax of Constrained Decoding in LLM Reflection,2026,arXiv (Cornell University),openalex
3166,AI Founding Fathers: A Case Study of GIS Search in Multi-Agent Pipelines,2025,arXiv (Cornell University),openalex
3187,Can We Further Elicit Reasoning in LLMs? Critic-Guided Planning with Retrieval-Augmentation for Solving Challenging Tasks,2024,arXiv (Cornell University),openalex
3292,Coherent Multimodal Reasoning with Iterative Self-Evaluation for Vision-Language Models,2025,arXiv:cs.CL,arxiv
3297,Iteration of Thought: Leveraging Inner Dialogue for Autonomous Large Language Model Reasoning,2024,arXiv:cs.CL,arxiv
3318,PRIME: Policy-Reinforced Iterative Multi-agent Execution for Algorithmic Reasoning in Large Language Models,2026,arXiv:cs.CL,arxiv
3319,Iterative Refinement Improves Compositional Image Generation,2026,arXiv:cs.CV,arxiv
3324,IdealGPT: Iteratively Decomposing Vision and Language Reasoning via Large Language Models,2023,arXiv:cs.CV,arxiv
3331,Security Degradation in Iterative AI Code Generation -- A Systematic Analysis of the Paradox,2025,arXiv:cs.SE,arxiv
3348,Reason Popper-ly: Patching In-Context Reasoning with Inductive Logic Programming,2026,arXiv:cs.AI,arxiv
3407,Let’s Sample Step by Step: Adaptive-Consistency for Efficient Reasoning and Coding with LLMs,2023,,openalex
3467,CRAFT: Continuous Reasoning and Agentic Feedback Tuning for Multimodal Text-to-Image Generation,2025,arXiv (Cornell University),openalex
3504,Language Model Cascades,2022,arXiv (Cornell University),openalex
3517,PiVe: Prompting with Iterative Verification Improving Graph-based Generative Capability of LLMs,2024,,openalex
3581,AVA: Towards Autonomous Visualization Agents through Visual Perception‐Driven Decision‐Making,2024,Computer Graphics Forum,openalex
3628,GenPRM: Scaling Test-Time Compute of Process Reward Models via Generative Reasoning,2025,arXiv:cs.CL,arxiv
3637,T1: Tool-integrated Verification for Test-time Compute Scaling in Small Language Models,2025,arXiv:cs.CL,arxiv
3640,Certainty-Guided Reasoning in Large Language Models: A Dynamic Thinking Budget Approach,2025,arXiv:cs.AI,arxiv
3673,Adaptive Parallel Monte Carlo Tree Search for Efficient Test-time Compute Scaling,2026,arXiv:cs.AI,arxiv
3686,Divergent-Convergent Reasoning: Scaling Test-Time Compute through Structured Solution Synthesis,2026,arXiv:cs.AI,arxiv
3742,Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters,2024,arXiv:cs.LG,arxiv
3744,Not All Turns Are Equally Hard: Adaptive Thinking Budgets For Efficient Multi-Turn Reasoning in Agents,2026,arXiv:cs.LG,arxiv
3749,Adaptive Test-Time Compute Allocation via Learned Heuristics over Categorical Structure,2026,arXiv:cs.AI,arxiv
3755,Scaling Test-Time Compute Without Verification or RL is Suboptimal,2025,arXiv:cs.LG,arxiv
3780,AgentTTS: Large Language Model Agent for Test-time Compute-optimal Scaling Strategy in Complex Tasks,2025,arXiv:cs.AI,arxiv
3783,Latency and Token-Aware Test-Time Compute,2025,arXiv:cs.LG,arxiv
3784,FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration,2025,arXiv:cs.AI,arxiv
3790,Adaptive Coopetition: Leveraging Coarse Verifier Signals for Resilient Multi-Agent LLM Reasoning,2025,arXiv:cs.MA,arxiv
3794,When and How Much to Imagine: Adaptive Test-Time Scaling with World Models for Visual Spatial Reasoning,2026,arXiv:cs.CV,arxiv
3795,Scaling LLM Test-Time Compute Optimally can be More Effective than Scaling Model Parameters,2024,arXiv (Cornell University),openalex
3796,The Art of Scaling Test-Time Compute for Large Language Models,2025,arXiv (Cornell University),openalex
3799,Budget-Aware Tool Use Enables Effective Agent Scaling,2025,arXiv (Cornell University),openalex
3805,Zero-Overhead Introspection for Adaptive Test-Time Compute,2025,arXiv (Cornell University),openalex
3812,Inference Scaling for Long-Context Retrieval Augmented Generation,2024,arXiv (Cornell University),openalex
3815,AgentPRM: Process Reward Models for LLM Agents via Step-Wise Promise and Progress,2026,,openalex
3817,Self-Regulation and Requesting Interventions,2025,arXiv (Cornell University),openalex
3818,Learning to Generate Unit Tests for Automated Debugging,2025,arXiv (Cornell University),openalex
3825,When to Revise: Cost-Aware Adaptive Routing for LLM Reasoning,2026,SSRN Electronic Journal,openalex
3830,CoRefine: Confidence-Guided Self-Refinement for Adaptive Test-Time Compute,2026,arXiv (Cornell University),openalex
3833,On the Limits of Test-Time Compute: Sequential Reward Filtering for Better Inference,2025,arXiv (Cornell University),openalex
3836,FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration,2025,arXiv (Cornell University),openalex
3838,Dynamic Closed-Loop Steering for Adaptive and Geometry-Preserving System-2 Reasoning,2026,Applied Sciences,openalex
3846,T1: Tool-integrated Verification for Test-time Compute Scaling in Small Language Models,2025,arXiv (Cornell University),openalex
3847,Parallel Environments for Agents,2026,,openalex
3849,Interpretable Adaptive Sampling for LLM Test-Time Scaling,2026,arXiv (Cornell University),openalex
3855,MUR: Momentum Uncertainty guided Reasoning for Large Language Models,2025,arXiv (Cornell University),openalex
3856,Test-Time Compute and Budget (“Reasoning Effort”): An Underrecognized Methodologic Variable in Medical Large Language Model Research,2026,Korean Journal of Radiology,openalex
3857,Think Hard Only When Needed: A Hybrid Best-of-N and Beam Search for Efficient Test-Time Compute,2026,,openalex
3859,Dynamic Closed-Loop Steering for Robust and Interpretable System-2 Reasoning in Large Language Models,2026,Preprints.org,openalex
3860,Reasoning Cache: Continual Improvement Over Long Horizons via Short-Horizon RL,2026,arXiv (Cornell University),openalex
3863,Scaling Medical Reasoning Verification via Tool-Integrated Reinforcement Learning,2026,arXiv (Cornell University),openalex
3866,Do We Truly Need So Many Samples? Multi-LLM Repeated Sampling Efficiently Scales Test-Time Compute,2026,Proceedings of the AAAI Conference on Artificial Intelligence,openalex
3867,When to Think and When to Look: Uncertainty-Guided Lookback,2025,arXiv (Cornell University),openalex
3870,DOVA: Deliberation-First Multi-Agent Orchestration for Autonomous Research Automation,2026,arXiv (Cornell University),openalex
3871,Formal Mathematics Statement Curriculum Learning,2022,arXiv (Cornell University),openalex
3872,Dual-Dimensional Consistency: Balancing Budget and Quality in Adaptive Inference-Time Scaling,2026,arXiv (Cornell University),openalex
3875,Granularity-Regulated Adaptive Computational Efficiency for Optimal Verification in Test-Time Scaling,2026,arXiv (Cornell University),openalex
3879,Breaking the Reward Barrier: Accelerating Tree-of-Thought Reasoning via Speculative Exploration,2026,arXiv (Cornell University),openalex
3880,"Small RL Controller, Large Language Model: RL-Guided Adaptive Sampling for Test-Time Scaling",2026,arXiv (Cornell University),openalex
3882,CAPS: Cascaded Adaptive Pairwise Selection for Efficient Parallel Reasoning,2026,arXiv (Cornell University),openalex
3884,Don't Overthink It: Inter-Rollout Action Agreement as a Free Adaptive-Compute Signal for LLM Agents,2026,arXiv (Cornell University),openalex
3885,MetaScale: Test-Time Scaling with Evolving Meta-Thoughts,2026,,openalex
3886,PAC-MCTS: Bias-Aware Pruning for Robust LLM-Guided Search and Planning,2026,arXiv (Cornell University),openalex
3895,KACE: Knowledge-Adaptive Context Engineering for Mathematical Reasoning,2026,arXiv (Cornell University),openalex
3905,Meta Prompting for AI Systems,2023,arXiv (Cornell University),openalex
3906,SAIL: Test-Time Scaling for In-Context Imitation Learning with VLM,2026,arXiv (Cornell University),openalex
3914,ThinkBooster: A Unified Framework for Seamless Test-Time Scaling of LLM Reasoning,2026,arXiv (Cornell University),openalex
3916,Refining Over Resampling: Test-Time Self-Correction for LLM Reasoning,2026,arXiv (Cornell University),openalex
3921,AirRAG: Autonomous Strategic Planning and Reasoning Steer Retrieval Augmented Generation,2025,,openalex
3922,To Backtrack or Not to Backtrack: When Sequential Search Limits Model Reasoning,2025,arXiv (Cornell University),openalex
3932,Do NOT Think That Much for 2+3=? On the Overthinking of o1-Like LLMs,2024,arXiv (Cornell University),openalex
3935,Cost-Effective Agent Harnesses for Abstract Reasoning and Generalization on ARC-AGI-1,2026,arXiv (Cornell University),openalex
3940,Mind the Gap: Examining the Self-Improvement Capabilities of Large Language Models,2024,arXiv (Cornell University),openalex
3949,Collaborative Beam Search: Enhancing LLM Reasoning via Collective Consensus,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,openalex
3953,Compile to Compress: Boosting Formal Theorem Provers by Compiler Outputs,2026,arXiv (Cornell University),openalex
3962,Iterative Deepening Sampling as Efficient Test-Time Scaling,2025,arXiv (Cornell University),openalex
3963,Towards System 2 Reasoning in LLMs: Learning How to Think With Meta Chain-of-Thought,2025,arXiv (Cornell University),openalex
3964,CascadeDebate: Multi-Agent Deliberation for Cost-Aware LLM Cascades,2026,,openalex
3969,Test-time Prompt Intervention,2026,Proceedings of the AAAI Conference on Artificial Intelligence,openalex
3975,Decocted Experience Improves Test-Time Inference in LLM Agents,2026,arXiv (Cornell University),openalex
3976,Limited Reasoning Space: The cage of long-horizon reasoning in LLMs,2026,arXiv (Cornell University),openalex
3981,HyPER: Bridging Exploration and Exploitation for Scalable LLM Reasoning with Hypothesis Path Expansion and Reduction,2026,arXiv (Cornell University),openalex
3986,AgentRewind: Recoverable Execution for Long-Horizon LLM Agents,2026,arXiv:cs.AI,arxiv
3987,Intrinsic Stability Limits of Autoregressive Reasoning: Structural Consequences for Long-Horizon Execution,2026,arXiv:cs.AI,arxiv
3990,Do AI Agents Know When a Task Is Simple? Toward Complexity-Aware Reasoning and Execution,2026,arXiv:cs.AI,arxiv
3997,ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,2025,arXiv:cs.AI,arxiv
4015,Scaling Long-Horizon LLM Agent via Context-Folding,2025,arXiv:cs.CL,arxiv
4017,MAGE: Safeguarding LLM Agents against Long-Horizon Threats via Shadow Memory,2026,arXiv:cs.CR,arxiv
4025,Beyond Entangled Planning: Task-Decoupled Planning for Long-Horizon Agents,2026,arXiv:cs.AI,arxiv
4038,Hera: Learning Long-Horizon Coordination for Device-Cloud Collaborative LLM Agents,2026,arXiv:cs.AI,arxiv
4039,SKILL.state: Scalable Long-Horizon Agent Skills,2026,arXiv:cs.AI,arxiv
4049,The Long-Horizon Task Mirage? Diagnosing Where and Why Agentic Systems Break,2026,arXiv:cs.AI,arxiv
4050,From Dialogue to Execution: Mixture-of-Agents Assisted Interactive Planning for Behavior Tree-Based Long-Horizon Robot Execution,2026,arXiv:cs.RO,arxiv
4051,EvoHarness-RL: Learning Self-Evolving Runtime Harness for Long-Horizon LLM Agents,2026,arXiv:cs.LG,arxiv
4053,The Illusion of Procedural Reasoning: Measuring Long-Horizon FSM Execution in LLMs,2025,arXiv:cs.AI,arxiv
4055,ACON: Optimizing Context Compression for Long-horizon LLM Agents,2025,arXiv:cs.AI,arxiv
4061,The Illusion of Diminishing Returns: Measuring Long Horizon Execution in LLMs,2025,arXiv:cs.AI,arxiv
4064,Beyond Semantic Organization: Memory as Execution State Management for Long-Horizon Agents,2026,arXiv:cs.AI,arxiv
4066,Turning Interaction History into Execution State: A Runtime Layer for Long-Horizon Coding Agents,2026,arXiv:cs.SE,arxiv
4067,Parallel Context Compaction for Long-Horizon LLM Agent Serving,2026,arXiv:cs.AI,arxiv
4068,"Operationalizing Reconstructive Authority: Runtime Construction, Dependency Resolution, and Execution Gating in Autonomous Agent Systems",2026,arXiv:cs.AI,arxiv
4074,AgentFugue: Agent Scaling for Long-Horizon Tasks through Collective Reasoning,2026,arXiv:cs.AI,arxiv
4077,Meta-Cognitive Memory Policy Optimization for Long-Horizon LLM Agents,2026,arXiv:cs.AI,arxiv
4079,Parallelizing Tool Execution and LLM Generation for Low-Latency Agent Serving,2026,arXiv:cs.DC,arxiv
4080,Memex(RL): Scaling Long-Horizon LLM Agents via Indexed Experience Memory,2026,arXiv:cs.CL,arxiv
4084,Learning Agent-Compatible Context Management for Long-Horizon Tasks,2026,arXiv:cs.AI,arxiv
4087,Slipstream: Trajectory-Grounded Compaction Validation for Long-Horizon Agents,2026,arXiv:cs.MA,arxiv
4089,SkillSentry: Reliable Skill Execution for LLM Agents via Runtime Assurance,2026,arXiv:cs.AI,arxiv
4090,WebPilot: A Versatile and Autonomous Multi-Agent System for Web Task Execution with Strategic Exploration,2024,arXiv:cs.AI,arxiv
4109,KAIJU: An Executive Kernel for Intent-Gated Execution of LLM Agents,2026,arXiv:cs.SE,arxiv
4110,AgenticSTS: A Bounded-Memory Testbed for Long-Horizon LLM Agents,2026,arXiv:cs.AI,arxiv
4114,AgentRadio: Passive Awareness for Long-Horizon Multi-Agent Collaboration,2026,arXiv:cs.MA,arxiv
4125,Recursive Experiential-Working Memory Evolution for Long-Horizon Agent Harnesses,2026,arXiv:cs.AI,arxiv
4126,ACM: Agentic Context Management for Long Horizon Tasks,2026,arXiv:cs.AI,arxiv
4133,Beyond End-to-End Success: Diagnosing Failures in Long-Horizon Security LLM Agents,2026,arXiv:cs.CR,arxiv
4138,Weighted Memory Tree: Remembering What Matters for Long-Horizon LLM Agents,2026,arXiv:cs.AI,arxiv
4152,Long-Horizon Plan Execution in Large Tool Spaces through Entropy-Guided Branching,2026,arXiv:cs.AI,arxiv
4155,HiAgent: Hierarchical Working Memory Management for Solving Long-Horizon Agent Tasks with Large Language Model,2024,arXiv:cs.CL,arxiv
4157,CHILL-Harness: Counterfactual Harness Learning for Efficient Reasoning in Long-Horizon Agents,2026,arXiv:cs.MA,arxiv
4162,Faramesh: A Protocol-Agnostic Execution Control Plane for Autonomous Agent Systems,2026,arXiv:cs.AI,arxiv
4172,SWE-Marathon: Can Agents Autonomously Complete Ultra-Long-Horizon Software Work?,2026,arXiv:cs.SE,arxiv
4178,When Users Change Their Mind: Evaluating Interruptible Agents in Long-Horizon Web Navigation,2026,arXiv:cs.CL,arxiv
4180,ELHPlan: Efficient Long-Horizon Task Planning for Multi-Agent Collaboration,2025,arXiv:cs.AI,arxiv
4182,Memory as Action: Autonomous Context Curation for Long-Horizon Agentic Tasks,2025,arXiv:cs.AI,arxiv
4185,Revisable by Design: A Theory of Streaming LLM Agent Execution,2026,arXiv:cs.LG,arxiv
4192,ReAcTree: Hierarchical LLM Agent Trees with Control Flow for Long-Horizon Task Planning,2026,,openalex
4194,RAT: Retrieval Augmented Thoughts Elicit Context-Aware Reasoning in Long-Horizon Generation,2024,arXiv (Cornell University),openalex
4203,"Generative AI in Embodied Systems: System-Level Analysis of Performance, Efficiency and Scalability",2025,,openalex
4209,ISR-LLM: Iterative Self-Refined Large Language Model for Long-Horizon Sequential Task Planning,2023,arXiv (Cornell University),openalex
4212,Towards Robust Multi-Modal Reasoning via Model Selection,2023,arXiv (Cornell University),openalex
4213,The Illusion of Diminishing Returns: Measuring Long Horizon Execution in LLMs,2025,arXiv (Cornell University),openalex
4235,Grounded Decoding: Guiding Text Generation with Grounded Models for Embodied Agents,2023,arXiv (Cornell University),openalex
4239,Video Language Planning,2023,arXiv (Cornell University),openalex
4240,Statler: State-Maintaining Language Models for Embodied Reasoning,2023,arXiv (Cornell University),openalex
4242,AutoTAMP: Autoregressive Task and Motion Planning with LLMs as Translators and Checkers,2023,arXiv (Cornell University),openalex
4248,VADER: Visual Affordance Detection and Error Recovery for Multi Robot Human Collaboration,2024,arXiv (Cornell University),openalex
4249,Scalable Multi-Robot Collaboration with Large Language Models: Centralized or Decentralized Systems?,2023,arXiv (Cornell University),openalex
4251,Agent Workflow Memory,2024,arXiv (Cornell University),openalex
4286,Accelerating scientific discovery with Co-Scientist,2026,Nature,openalex
4299,"Describe, Explain, Plan and Select: Interactive Planning with Large Language Models Enables Open-World Multi-Task Agents",2023,arXiv (Cornell University),openalex
4308,Trust-Aware Runtime Verification for Autonomous LLM Agent Systems,2026,,openalex
4311,Web Agents with World Models: Learning and Leveraging Environment Dynamics in Web Navigation,2024,arXiv (Cornell University),openalex
4318,Why Do LLM-based Web Agents Fail? A Hierarchical Planning Perspective,2026,,openalex
4320,Web-Shepherd: Advancing PRMs for Reinforcing Web Agents,2025,,openalex
4324,Drift No More? Context Equilibria in Multi-Turn LLM Interactions,2025,arXiv (Cornell University),openalex
4327,Closed-Loop Open-Vocabulary Mobile Manipulation with GPT-4V,2024,arXiv (Cornell University),openalex
4332,Long-Horizon Practice: Structural Lower Bounds Beyond Single-Step Capability,2026,Zenodo (CERN European Organization for Nuclear Research),openalex
4333,AgentCollab: A Self-Evaluation-Driven Collaboration Paradigm for Efficient LLM Agents,2026,arXiv (Cornell University),openalex
4335,Interactive and Expressive Code-Augmented Planning with Large Language Models,2024,arXiv (Cornell University),openalex
4347,SOP-Agent: Empower General Purpose AI Agent with Domain-Specific SOPs,2025,arXiv (Cornell University),openalex
4356,TabAgent: A Framework for Replacing Agentic Generative Components with Tabular-Textual Classifiers,2026,arXiv (Cornell University),openalex
4360,WebUncertainty: Dual-Level Uncertainty Driven Planning and Reasoning For Autonomous Web Agent,2026,arXiv (Cornell University),openalex
4572,The Trap of Trajectory: Towards Understanding and Mitigating Spurious Correlations in Agentic Memory,2026,arXiv (Cornell University),openalex
4573,Oblivion: Self-Adaptive Agentic Memory Control through Decay-Driven Activation,2026,arXiv (Cornell University),openalex
4580,RoMeRL: Balancing Feedback Coverage and the Memory-Reward Trap in Self-Evolving Agent Memory via Reduced-Order Utility States,2026,arXiv (Cornell University),openalex
4596,State-Aware Runtime for Long-Horizon LLM Agents: A Conceptual Framework and Research Agenda,2026,,openalex
4598,"Securing LLM-Agent Long-Term Memory Against Poisoning: Non-Malleable, Origin-Bound Authority with Machine-Checked Guarantees",2026,arXiv (Cornell University),openalex
4612,PAST-Bench: Benchmarking the Foundations of Recursive Self-Improvement in Personal Agents,2026,arXiv (Cornell University),openalex
4613,The Missing Knowledge Layer in Cognitive Architectures for AI Agents,2026,arXiv (Cornell University),openalex
4615,Learning on the Job: Continual Learning from Deployment Feedback for Frozen-Weights Agents,2026,arXiv (Cornell University),openalex
4617,OpenLife: Toward Open-World Artificial Life with Autonomous LLM Agents,2026,arXiv (Cornell University),openalex
4619,Eval-Driven Memory (EDM): A Persistence Governance Layer for Reliable Agentic AI via Metric-Guided Selective Consolidation,2026,Preprints.org,openalex
4624,Calibrating Criterion Revision in LLM Agents: Failure Modes and a Trace-Anchored Protocol,2026,arXiv (Cornell University),openalex
4632,Practice Makes Unsafe: Skill Misevolution in Self-Improving LLM Agents,2026,arXiv (Cornell University),openalex
4643,Human-Like Lifelong Memory: A Neuroscience-Grounded Architecture for Infinite Interaction,2026,arXiv (Cornell University),openalex
4644,Memory as a Controlled Process: Learned Adaptive Memory Management for LLM Agents,2026,arXiv (Cornell University),openalex
4659,Towards Reversible Forgetting: Managing Obsolete Knowledge in Continual Enterprise AI Agents,2026,arXiv (Cornell University),openalex
4660,Mesh Memory Protocol: Semantic Infrastructure for Multi-Agent LLM Systems,2026,arXiv (Cornell University),openalex
4665,EquiMem: Calibrating Shared Memory in Multi-Agent Debate via Game-Theoretic Equilibrium,2026,arXiv (Cornell University),openalex
4669,When Personal Memory Has No Single Answer: Evaluating LLM Agents under Irreducible Conflict,2026,arXiv (Cornell University),openalex
4673,SEAGym: An Evaluation Environment for Self-Evolving LLM Agents,2026,arXiv (Cornell University),openalex
4684,LOGOS: A Living Logic for AI Agent Teams That Evolve With Humans,2026,arXiv (Cornell University),openalex
4686,The Compliance Trap: Diagnosing How AI Agents Consume Conflicting Memory,2026,arXiv (Cornell University),openalex
4687,From Model Scaling to System Scaling: Scaling the Harness in Agentic AI,2026,arXiv (Cornell University),openalex
4704,When Experience Becomes Instruction: Trajectory Poisoning in Self-Evolving Agent Skill Systems,2026,arXiv (Cornell University),openalex
4714,PASK: Toward Intent-Aware Proactive Agents with Long-Term Memory,2026,arXiv (Cornell University),openalex
4719,Argus: A General-Purpose Agentic Reasoning Runtime for Long-Horizon Tasks,2026,arXiv (Cornell University),openalex
4742,AgentSwing: Adaptive Parallel Context Management Routing for Long-Horizon Web Agents,2026,arXiv:cs.CL,arxiv
4746,Context as a Tool: Context Management for Long-Horizon SWE-Agents,2025,arXiv:cs.CL,arxiv
4816,MOSS: Enabling Code-Driven Evolution and Context Management for AI Agents,2024,arXiv:cs.SE,arxiv
4822,AgentProg: Empowering Long-Horizon GUI Agents with Program-Guided Context Management,2025,arXiv:cs.AI,arxiv
4830,Efficient On-Device Agents via Adaptive Context Management,2025,arXiv:cs.AI,arxiv
4833,LLM Agents Are Latent Context Managers: Eliciting Self-Managed Context via State Proprioception,2026,arXiv:cs.CL,arxiv
4836,Context as an Environment: Programmatic Context Management for Long-Horizon Agents,2026,arXiv:cs.AI,arxiv
4856,Modeling Clinical Concern Trajectories in Language Model Agents,2026,arXiv:cs.AI,arxiv
4861,The Complexity Trap: Simple Observation Masking Is as Efficient as LLM Summarization for Agent Context Management,2025,arXiv:cs.SE,arxiv
4886,ContextBudget: Budget-Aware Context Management for Long-Horizon Search Agents,2026,arXiv:cs.AI,arxiv
4916,Plans Don't Persist: Why Context Management Is Load Bearing for LLM Agents,2026,arXiv:cs.AI,arxiv
4944,Context as a Tool: Context Management for Long-Horizon SWE-Agents,2026,,openalex
4957,CoMem: Context Management with A Decoupled Long-Context Model,2026,arXiv (Cornell University),openalex
4960,MAS-ProVe: Understanding the Process Verification of Multi-Agent Systems,2026,arXiv (Cornell University),openalex
4963,Git Context Controller: Manage the Context of LLM-based Agents like Git,2025,arXiv (Cornell University),openalex
4970,PACEvolve: Enabling Long-Horizon Progress-Aware Consistent Evolution,2026,arXiv (Cornell University),openalex
4971,A Scalable Benchmark for Repository-Oriented Long-Horizon Conversational Context Management,2026,arXiv (Cornell University),openalex
4974,Lean4Agent: Formal Modeling and Verification for Agent Workflow and Trajectory,2026,arXiv (Cornell University),openalex
4975,ACE: Pluggable Adaptive Context Elasticizer across Agents,2026,arXiv (Cornell University),openalex
4977,HyMem: Hierarchical Context Management for Long-Horizon Agents via Information Isolation,2026,arXiv (Cornell University),openalex
4978,AgentProg: Empowering Long-Horizon GUI Agents with Program-guided Context Management,2026,,openalex
4979,Laser: Governing Long-Horizon Agentic Search via Structured Protocol and Context Register,2025,arXiv (Cornell University),openalex
4981,Scaling LLM Multi-turn RL with End-to-end Summarization-based Context Management,2025,arXiv (Cornell University),openalex
4983,ARC: Active and Reflection-driven Context Management for Long-Horizon Information Seeking Agents,2026,,openalex
4986,PRInTS: Reward Modeling for Long-Horizon Information Seeking,2025,arXiv (Cornell University),openalex
